Country,Year,Disease Name,Disease Category,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%)
Australia,2020,Diabetes,Chronic,0.36,12.02,7.75,0-18,Female,269909,62.91,0.59,5.55,Therapy,34499,Yes,57.42,1284,3.6,85595,0.65,49.21
UK,2018,Diabetes,Parasitic,5.93,2.7,9.15,0-18,Other,985051,76.28,3.39,3.62,Therapy,3352,No,69.57,2557,5.0,70943,0.61,52.62
UK,2004,Diabetes,Metabolic,3.04,14.13,4.4,0-18,Other,420233,56.14,1.67,3.89,Therapy,2618,No,94.09,1890,3.73,669,0.49,64.71
Australia,2012,Diabetes,Genetic,11.49,3.32,5.4,36-60,Male,71319,78.39,1.22,9.86,Medication,46115,Yes,90.82,3665,8.8,37871,0.74,73.52
Nigeria,2013,Diabetes,Viral,5.69,13.33,6.28,19-35,Other,806807,94.74,3.55,5.95,Vaccination,36895,Yes,75.05,4196,9.2,2673,0.86,75.94
UK,2019,Diabetes,Bacterial,17.58,12.16,4.39,36-60,Female,454076,73.48,1.18,8.84,Medication,28643,No,91.03,3166,5.59,87152,0.43,23.57
Brazil,2007,Diabetes,Parasitic,15.21,12.35,2.98,19-35,Other,728100,53.32,4.91,6.54,Medication,14598,No,51.74,3694,2.8,60689,0.71,68.13
India,2012,Diabetes,Cardiovascular,15.58,0.99,1.58,61+,Male,542646,59.45,2.49,4.03,Therapy,23433,Yes,75.47,3263,6.86,19288,0.79,32.59
Nigeria,2016,Diabetes,Bacterial,19.95,3.27,6.43,36-60,Female,63776,50.53,4.51,1.8,Vaccination,41619,Yes,95.43,4083,2.83,98132,0.56,40.86
Russia,2009,Diabetes,Bacterial,6.74,1.97,9.93,36-60,Female,956798,96.09,4.04,1.88,Surgery,41689,Yes,62.79,521,5.12,76492,0.67,46.79
China,2004,Diabetes,Infectious,13.89,2.91,7.56,61+,Female,766467,77.39,3.88,7.73,Surgery,36045,No,75.41,765,8.35,81100,0.58,62.14
India,2007,Diabetes,Metabolic,13.13,4.2,6.48,36-60,Male,286430,72.2,3.09,3.59,Vaccination,42004,No,70.47,2053,4.91,75627,0.61,84.57
UK,2000,Diabetes,Parasitic,4.82,2.83,1.62,19-35,Female,161667,97.9,4.81,6.75,Vaccination,10426,Yes,73.17,2403,3.86,85086,0.76,22.02
Indonesia,2022,Diabetes,Bacterial,8.21,14.27,1.36,61+,Male,111105,76.72,3.51,6.1,Therapy,34951,No,91.62,135,5.42,93398,0.89,56.56
Nigeria,2021,Diabetes,Neurological,6.43,5.98,4.96,36-60,Other,506451,97.58,4.58,4.34,Therapy,31231,Yes,93.86,18,9.34,25144,0.7,56.79
France,2008,Diabetes,Viral,10.81,13.68,7.98,61+,Male,304307,63.13,3.58,3.4,Therapy,12508,No,74.48,380,1.85,52848,0.84,40.39
India,2015,Diabetes,Neurological,6.69,4.43,3.64,19-35,Male,990808,67.9,1.67,0.55,Therapy,47945,No,68.37,2935,6.65,78820,0.42,54.06
Canada,2006,Diabetes,Chronic,12.86,1.77,2.92,36-60,Female,564972,82.73,4.15,4.02,Medication,10872,No,84.87,4988,7.33,50364,0.83,34.0
Canada,2018,Diabetes,Respiratory,13.53,7.8,7.43,61+,Female,839539,90.22,2.81,5.05,Medication,35911,No,66.33,3917,5.78,8980,0.54,31.65
Italy,2002,Diabetes,Chronic,6.42,12.23,8.81,61+,Male,282343,63.63,2.42,9.33,Surgery,14340,Yes,80.56,4119,9.76,59377,0.78,72.36
Italy,2024,Diabetes,Infectious,11.83,4.06,4.76,61+,Other,169184,55.72,2.53,4.72,Medication,2097,No,63.89,2583,2.08,38161,0.6,31.61
Turkey,2015,Diabetes,Autoimmune,6.87,2.51,9.18,0-18,Female,348503,85.75,1.87,3.4,Medication,17021,No,77.03,10,0.74,81540,0.61,66.36
Turkey,2000,Diabetes,Viral,2.56,4.12,7.07,36-60,Male,109022,53.31,2.52,4.92,Medication,16107,No,65.6,980,1.18,97690,0.68,58.66
Russia,2006,Diabetes,Viral,2.39,2.22,1.82,61+,Male,505314,91.87,4.16,4.74,Therapy,2318,No,71.07,1238,0.42,42047,0.81,43.83
Saudi Arabia,2003,Diabetes,Autoimmune,1.3,13.36,5.27,0-18,Female,287824,81.97,2.93,9.04,Medication,35129,No,64.21,4871,9.43,9078,0.57,30.3
Turkey,2022,Diabetes,Neurological,5.76,11.72,8.57,0-18,Female,983590,86.8,2.66,2.36,Therapy,23549,No,63.51,580,3.05,37347,0.61,45.08
Brazil,2018,Diabetes,Chronic,18.57,4.92,0.68,0-18,Male,600679,51.73,4.43,7.41,Therapy,23894,No,92.27,4970,0.49,19650,0.59,21.8
South Korea,2008,Diabetes,Neurological,16.22,13.55,1.39,61+,Male,955810,73.89,4.9,1.58,Vaccination,40076,Yes,75.61,1755,4.26,79672,0.42,26.53
Brazil,2007,Diabetes,Cardiovascular,7.48,10.16,0.97,19-35,Female,903066,72.66,2.66,1.23,Therapy,9389,No,56.89,4800,4.71,10219,0.84,77.77
Nigeria,2003,Diabetes,Genetic,10.04,8.72,2.16,0-18,Female,706882,69.56,0.55,3.88,Surgery,45008,No,60.69,3346,4.66,9816,0.42,79.81
Nigeria,2001,Diabetes,Parasitic,10.47,3.31,1.54,19-35,Other,956259,65.45,0.71,9.07,Vaccination,17275,No,78.36,2750,9.7,15821,0.75,24.15
France,2013,Diabetes,Chronic,14.41,14.01,2.64,0-18,Other,856027,81.11,3.95,9.74,Therapy,2911,Yes,79.35,3704,6.3,33745,0.77,33.82
Australia,2022,Diabetes,Neurological,3.08,12.58,7.96,61+,Male,824248,82.42,4.51,3.45,Vaccination,33494,Yes,60.61,410,3.6,74835,0.75,66.38
South Korea,2021,Diabetes,Viral,10.43,10.1,8.53,0-18,Female,978495,83.76,0.71,7.71,Vaccination,12801,No,77.55,2290,2.61,15142,0.9,41.4
India,2008,Diabetes,Viral,19.07,5.57,3.76,0-18,Other,558242,96.34,0.89,0.74,Medication,20715,Yes,65.32,2607,0.92,11068,0.76,83.84
Canada,2005,Diabetes,Genetic,16.1,13.79,7.67,19-35,Other,956023,74.02,1.92,9.95,Therapy,7215,Yes,52.49,487,7.27,92135,0.68,40.77
France,2014,Diabetes,Autoimmune,3.97,12.7,6.23,0-18,Female,948275,74.44,4.06,9.97,Surgery,34939,No,65.83,429,9.21,82745,0.58,78.56
India,2024,Diabetes,Metabolic,2.23,9.0,5.18,36-60,Female,959438,90.86,4.61,5.43,Therapy,13632,Yes,90.64,2160,5.03,51511,0.76,53.94
China,2021,Diabetes,Cardiovascular,4.72,6.89,3.64,19-35,Male,199954,55.11,0.78,2.31,Vaccination,33857,No,90.61,4160,1.55,2097,0.54,31.05
Nigeria,2001,Diabetes,Genetic,15.9,0.52,1.89,61+,Female,544168,74.18,1.2,4.42,Therapy,32265,No,62.92,4726,7.76,1081,0.67,22.2
France,2010,Diabetes,Parasitic,15.24,13.38,2.69,61+,Other,632258,98.17,3.65,2.99,Vaccination,25343,No,60.08,1875,4.13,57588,0.77,31.19
Brazil,2011,Diabetes,Respiratory,7.94,4.41,5.8,19-35,Other,678259,82.49,3.14,7.09,Medication,35183,No,81.45,1631,5.59,86723,0.54,23.07
France,2002,Diabetes,Neurological,18.99,12.22,9.07,19-35,Male,292578,55.09,4.15,6.67,Therapy,36817,No,76.1,3868,0.57,96253,0.81,60.12
Australia,2013,Diabetes,Cardiovascular,10.29,14.77,2.32,61+,Other,866178,58.72,4.23,8.24,Vaccination,13128,No,74.03,2547,7.03,58614,0.79,29.49
Italy,2010,Diabetes,Bacterial,9.44,10.67,2.92,19-35,Female,31106,54.45,3.65,1.8,Surgery,8518,No,50.09,1773,8.64,89375,0.67,36.61
South Africa,2010,Diabetes,Genetic,1.99,9.11,2.86,19-35,Female,266853,95.76,3.2,4.58,Medication,21577,No,57.05,2242,2.48,74144,0.76,67.68
USA,2010,Diabetes,Respiratory,9.71,9.67,8.5,61+,Other,509000,99.92,0.57,1.52,Surgery,44746,Yes,81.28,3262,6.42,39386,0.86,45.75
China,2013,Diabetes,Parasitic,1.15,12.63,9.58,0-18,Female,917794,51.32,1.11,1.52,Vaccination,10269,Yes,95.76,4276,5.59,89199,0.69,25.83
UK,2011,Diabetes,Respiratory,14.63,12.49,3.69,61+,Male,133546,72.5,3.48,4.01,Medication,6940,Yes,96.16,4088,9.01,46527,0.64,75.95
Indonesia,2019,Diabetes,Respiratory,9.82,10.17,6.6,36-60,Other,782283,93.27,4.02,6.79,Surgery,38104,Yes,82.79,1262,3.37,18256,0.82,38.28
France,2020,Diabetes,Genetic,7.5,1.42,5.5,19-35,Other,348142,61.09,2.79,1.91,Vaccination,9110,Yes,75.22,3227,3.23,73888,0.59,24.75
USA,2002,Diabetes,Viral,6.45,5.15,4.02,0-18,Other,186792,82.48,4.2,3.28,Surgery,21604,No,74.8,4346,7.83,28945,0.52,30.43
Nigeria,2003,Diabetes,Metabolic,10.95,2.28,9.78,0-18,Other,345152,75.92,3.16,3.98,Therapy,21372,Yes,95.6,1971,4.51,88720,0.74,63.37
USA,2022,Diabetes,Chronic,7.34,14.73,4.11,36-60,Female,152767,63.54,3.47,8.72,Surgery,46512,Yes,85.85,4275,6.08,5012,0.52,75.41
Russia,2019,Diabetes,Parasitic,2.16,6.3,3.36,0-18,Female,825730,51.02,0.8,6.7,Vaccination,25011,No,62.57,1129,2.03,11995,0.82,69.55
Mexico,2017,Diabetes,Parasitic,14.45,8.01,9.05,36-60,Female,786129,84.62,3.71,9.35,Therapy,5360,Yes,78.5,1157,2.19,29769,0.58,44.15
Germany,2017,Diabetes,Infectious,10.87,14.67,2.89,36-60,Female,109325,72.17,1.05,6.44,Surgery,38709,Yes,81.95,3340,5.27,31199,0.44,78.33
China,2022,Diabetes,Viral,12.05,12.88,4.75,19-35,Other,152838,57.0,2.43,6.48,Therapy,25256,No,51.06,2287,5.12,15445,0.74,74.69
Russia,2012,Diabetes,Respiratory,11.05,13.33,1.21,0-18,Female,463621,79.67,4.39,5.76,Vaccination,2268,Yes,92.04,3846,9.41,63438,0.49,24.13
Brazil,2019,Diabetes,Metabolic,7.19,0.24,8.92,36-60,Male,184359,61.63,1.4,2.25,Therapy,36248,No,96.85,3338,5.35,16497,0.62,83.48
Saudi Arabia,2015,Diabetes,Genetic,11.31,8.38,1.96,36-60,Female,410923,67.63,2.19,3.41,Medication,36070,No,83.14,956,8.03,53507,0.47,36.29
Japan,2008,Diabetes,Infectious,19.51,4.7,7.55,61+,Male,929721,78.26,3.45,9.79,Vaccination,41492,No,86.46,24,9.86,25714,0.65,47.85
South Korea,2011,Diabetes,Chronic,7.26,1.22,1.48,36-60,Female,949320,52.67,3.17,6.93,Surgery,41480,No,77.36,1282,2.43,5603,0.89,28.91
South Korea,2020,Diabetes,Neurological,8.07,4.32,9.63,36-60,Male,813756,54.95,0.62,4.61,Therapy,12347,Yes,85.2,3154,2.92,58119,0.71,75.05
Saudi Arabia,2001,Diabetes,Bacterial,1.11,7.9,9.47,36-60,Female,930339,67.86,3.28,5.42,Medication,41988,Yes,56.17,4615,6.86,72519,0.64,37.24
South Africa,2022,Diabetes,Viral,6.57,13.32,1.83,61+,Male,633592,50.87,1.74,2.45,Medication,4185,No,71.48,4341,3.17,39430,0.42,71.3
China,2010,Diabetes,Bacterial,7.46,10.9,5.61,19-35,Male,466760,61.92,1.62,8.55,Vaccination,35640,No,71.34,4880,9.8,66230,0.56,20.29
Turkey,2023,Diabetes,Viral,2.18,12.06,0.35,36-60,Other,234105,56.91,0.98,6.22,Therapy,16618,Yes,95.33,4103,9.64,71260,0.9,39.23
Nigeria,2007,Diabetes,Parasitic,13.58,13.2,9.41,61+,Other,748382,56.36,3.87,5.48,Therapy,36607,No,57.55,3519,8.81,3640,0.78,25.14
Japan,2020,Diabetes,Bacterial,14.54,13.64,7.75,19-35,Female,402479,70.54,4.26,2.61,Vaccination,45172,No,73.94,4439,9.19,69983,0.53,77.71
Australia,2023,Diabetes,Parasitic,6.66,5.32,6.34,0-18,Male,97709,94.65,3.12,8.46,Therapy,35152,Yes,72.59,2661,9.67,20882,0.82,85.3
Brazil,2014,Diabetes,Autoimmune,10.73,13.32,8.14,61+,Male,310691,86.38,3.03,3.27,Therapy,12424,No,62.68,1345,8.53,8040,0.67,64.35
Indonesia,2008,Diabetes,Cardiovascular,12.34,7.08,3.52,19-35,Male,2890,97.19,3.67,3.91,Therapy,2987,No,69.33,3259,0.19,33421,0.64,35.46
Mexico,2024,Diabetes,Metabolic,16.76,1.73,1.41,19-35,Female,466427,85.6,3.94,1.84,Therapy,43312,No,87.42,1571,7.14,86435,0.7,26.94
Mexico,2019,Diabetes,Metabolic,15.49,1.04,2.8,61+,Male,763930,72.46,1.91,7.58,Medication,17162,Yes,52.79,2623,3.8,1092,0.62,57.72
India,2004,Diabetes,Parasitic,18.88,12.31,7.98,0-18,Female,740677,66.34,2.64,6.13,Medication,22135,Yes,67.32,4166,9.5,71702,0.73,46.03
Russia,2022,Diabetes,Infectious,14.9,2.28,0.72,19-35,Other,241982,61.96,0.59,7.19,Medication,35658,Yes,75.84,1530,8.16,79513,0.82,78.27
Germany,2021,Diabetes,Genetic,2.6,14.97,8.16,36-60,Male,846450,88.31,2.03,8.83,Vaccination,25926,No,83.84,223,3.51,11971,0.76,78.71
China,2005,Diabetes,Respiratory,8.06,0.46,2.25,61+,Other,7417,96.55,1.17,9.99,Surgery,17227,No,93.77,2969,3.97,20007,0.46,81.9
Brazil,2005,Diabetes,Viral,8.61,0.3,5.86,61+,Female,6213,99.05,1.63,5.18,Surgery,3206,No,64.82,2451,3.19,83851,0.62,61.18
Russia,2021,Diabetes,Viral,1.24,7.86,3.73,36-60,Other,856247,92.97,1.08,8.4,Surgery,43111,Yes,60.67,4370,2.86,15132,0.49,79.78
Italy,2006,Diabetes,Parasitic,13.23,10.87,4.31,61+,Female,587475,71.43,2.61,4.19,Therapy,45976,No,64.31,3012,2.55,19790,0.81,80.96
India,2000,Diabetes,Respiratory,17.45,4.72,9.51,19-35,Other,847680,78.4,0.81,5.59,Vaccination,6910,Yes,81.13,699,6.7,84454,0.6,42.23
Saudi Arabia,2015,Diabetes,Bacterial,3.49,6.51,4.75,61+,Male,904121,90.18,3.08,4.94,Vaccination,30537,Yes,62.71,4128,0.26,78170,0.89,57.11
South Africa,2013,Diabetes,Genetic,19.6,5.04,7.72,36-60,Other,560746,62.94,3.78,6.21,Therapy,33730,Yes,89.44,3176,7.88,42734,0.84,63.67
India,2023,Diabetes,Infectious,16.62,10.83,6.64,19-35,Female,425260,92.3,4.42,9.22,Therapy,32246,Yes,50.2,376,9.79,35856,0.44,58.48
Nigeria,2014,Diabetes,Parasitic,7.35,11.3,5.81,19-35,Female,635289,78.22,0.55,3.44,Medication,13418,No,79.83,2387,6.61,47112,0.82,30.49
Mexico,2009,Diabetes,Bacterial,13.99,1.96,9.72,0-18,Male,947205,72.97,3.27,5.68,Therapy,49787,No,84.69,290,7.11,68926,0.83,29.79
France,2022,Diabetes,Metabolic,17.63,8.78,0.47,19-35,Male,328569,77.43,0.9,1.68,Therapy,26126,No,70.52,4051,0.89,9624,0.67,29.42
Canada,2020,Diabetes,Bacterial,2.61,11.92,4.83,36-60,Male,767015,87.96,0.8,2.1,Medication,41096,Yes,57.82,763,0.87,9327,0.72,31.74
South Korea,2006,Diabetes,Metabolic,13.88,7.51,1.13,19-35,Female,875639,77.11,4.13,8.52,Medication,676,Yes,77.34,2146,4.59,21406,0.66,51.99
France,2005,Diabetes,Autoimmune,18.5,10.02,7.77,19-35,Male,566019,60.3,0.6,7.83,Therapy,8862,Yes,52.78,4689,7.21,20627,0.78,23.24
China,2013,Diabetes,Infectious,8.09,6.92,1.1,61+,Female,609277,51.33,2.0,5.65,Therapy,12104,No,59.76,4893,3.66,70496,0.74,58.76
France,2007,Diabetes,Cardiovascular,1.18,8.08,1.69,61+,Male,728813,71.32,3.58,5.23,Surgery,6902,No,59.53,3617,3.57,11344,0.59,46.56
UK,2018,Diabetes,Neurological,14.39,14.43,0.45,61+,Male,217790,87.34,1.06,6.7,Surgery,32153,Yes,50.53,1637,0.64,35323,0.66,44.08
Argentina,2000,Diabetes,Autoimmune,6.24,5.7,4.12,36-60,Other,613508,87.35,3.32,2.4,Surgery,17671,No,55.52,1458,8.42,36415,0.62,45.04
UK,2004,Diabetes,Viral,8.03,14.86,9.77,0-18,Male,164351,97.34,2.63,6.89,Vaccination,24261,Yes,76.53,808,3.43,26418,0.58,38.49
Germany,2018,Diabetes,Bacterial,14.2,1.39,6.18,19-35,Female,950764,93.51,3.56,1.91,Vaccination,29492,No,84.12,3571,0.28,28958,0.45,77.32
Mexico,2004,Diabetes,Metabolic,12.81,14.83,9.75,36-60,Male,882591,68.87,1.93,3.97,Therapy,8902,No,61.6,2660,7.06,12591,0.86,80.35
Nigeria,2005,Diabetes,Chronic,17.24,0.33,6.66,36-60,Other,453093,93.27,2.71,3.16,Medication,37297,No,74.03,265,2.82,52820,0.42,72.48
UK,2015,Diabetes,Chronic,0.81,4.53,4.04,61+,Male,206558,61.29,3.91,1.58,Medication,1162,Yes,51.09,256,1.7,46096,0.5,42.43
India,2010,Diabetes,Autoimmune,7.97,7.35,3.53,61+,Male,197691,67.68,4.34,9.79,Surgery,47060,Yes,61.27,568,4.95,53565,0.9,69.84
Indonesia,2007,Diabetes,Bacterial,14.48,9.31,4.19,61+,Female,361662,97.24,1.94,3.78,Vaccination,185,No,75.06,3081,3.81,14684,0.65,45.8
Turkey,2000,Diabetes,Viral,11.36,3.49,4.91,61+,Male,828371,79.23,0.9,6.6,Vaccination,43641,Yes,74.25,2946,1.53,66853,0.46,33.02
India,2006,Diabetes,Parasitic,5.84,5.7,7.0,36-60,Male,91025,76.91,2.05,9.14,Medication,4672,No,89.72,1800,9.29,8064,0.74,34.39
Saudi Arabia,2022,Diabetes,Genetic,11.83,1.91,4.32,0-18,Other,455501,69.86,3.74,0.55,Surgery,40934,Yes,51.85,1297,2.27,91377,0.49,36.41
China,2013,Diabetes,Chronic,1.17,5.35,7.94,36-60,Male,389241,88.1,1.82,2.16,Vaccination,10034,Yes,54.66,4458,9.8,64338,0.73,46.53
Japan,2020,Diabetes,Infectious,16.64,12.06,1.39,0-18,Female,559559,58.46,0.61,1.71,Vaccination,35268,Yes,81.89,2477,5.68,72211,0.54,81.37
South Africa,2010,Diabetes,Respiratory,18.25,10.26,6.85,19-35,Male,578262,99.68,2.63,4.61,Vaccination,21805,No,97.79,1946,0.12,65741,0.77,30.68
USA,2022,Diabetes,Autoimmune,9.39,14.53,1.4,36-60,Female,562236,57.76,3.11,9.91,Vaccination,24627,No,97.15,1379,4.26,86865,0.85,45.65
Turkey,2002,Diabetes,Infectious,4.65,2.62,4.93,19-35,Male,39413,63.81,1.65,3.37,Surgery,8478,No,51.79,2452,0.17,50103,0.42,79.97
South Korea,2011,Diabetes,Bacterial,19.83,13.75,1.41,36-60,Male,453470,51.74,2.76,1.55,Medication,38322,No,82.19,1711,1.51,4514,0.51,25.47
UK,2010,Diabetes,Cardiovascular,18.48,8.29,1.01,19-35,Other,951181,64.87,2.72,4.03,Vaccination,34614,Yes,86.22,4527,7.82,12064,0.79,40.68
Italy,2003,Diabetes,Infectious,6.86,14.22,4.83,61+,Female,466184,60.34,0.56,0.69,Medication,5162,No,65.64,4620,7.87,50436,0.7,65.55
Brazil,2008,Diabetes,Viral,11.75,3.38,6.17,19-35,Other,980377,60.18,4.41,3.29,Medication,28894,No,51.44,647,7.69,99279,0.56,75.51
Argentina,2001,Diabetes,Bacterial,9.35,8.79,8.0,0-18,Female,754706,73.38,2.67,9.92,Medication,12351,No,69.05,1106,3.0,51587,0.77,34.98
Italy,2001,Diabetes,Respiratory,9.49,11.54,4.82,36-60,Other,404978,69.09,4.66,6.81,Therapy,28955,Yes,87.15,3800,5.45,60891,0.54,53.12
Germany,2021,Diabetes,Parasitic,3.23,6.97,3.21,61+,Other,626023,80.19,2.52,4.67,Surgery,14844,Yes,80.78,2230,9.26,65384,0.69,46.3
Germany,2022,Diabetes,Neurological,18.4,12.27,3.82,19-35,Female,452896,81.93,2.85,6.5,Medication,9400,Yes,56.71,1802,5.18,64295,0.88,27.4
USA,2003,Diabetes,Neurological,1.76,7.67,6.37,36-60,Other,703739,55.4,0.74,2.91,Therapy,1305,Yes,90.86,4556,4.78,86801,0.43,24.22
USA,2020,Diabetes,Chronic,15.28,2.54,9.21,0-18,Other,350166,67.65,1.99,2.75,Therapy,32627,Yes,55.63,3086,3.74,87408,0.53,49.04
South Africa,2020,Diabetes,Neurological,19.38,4.23,3.63,19-35,Female,305023,75.7,1.49,2.28,Surgery,29069,No,58.08,2205,8.53,51929,0.49,78.07
USA,2006,Diabetes,Metabolic,4.17,14.15,7.76,0-18,Male,555946,58.36,1.81,9.73,Medication,5539,Yes,87.88,4271,0.66,39299,0.5,68.11
UK,2014,Diabetes,Metabolic,18.39,2.39,3.23,0-18,Other,642659,97.86,2.3,3.26,Medication,38155,Yes,80.79,3749,8.06,23940,0.45,22.64
Italy,2010,Diabetes,Genetic,15.78,8.57,9.95,0-18,Other,169327,58.62,1.74,0.73,Therapy,7679,Yes,62.4,2410,8.59,24977,0.43,89.0
Germany,2021,Diabetes,Parasitic,4.33,3.83,1.47,19-35,Female,810396,59.31,3.88,4.15,Medication,34322,No,59.05,2467,3.61,88921,0.46,39.29
Brazil,2022,Diabetes,Neurological,2.05,8.47,1.24,19-35,Female,774095,59.33,3.75,7.59,Vaccination,30731,Yes,78.46,3743,5.62,83973,0.81,73.08
Canada,2024,Diabetes,Chronic,1.03,1.34,3.09,36-60,Female,853374,68.04,3.36,5.85,Medication,18747,No,81.22,3496,4.09,64204,0.82,59.9
Turkey,2016,Diabetes,Genetic,12.43,6.4,2.11,36-60,Female,132027,99.51,0.75,5.62,Vaccination,44148,Yes,71.01,2500,2.14,5393,0.84,20.07
Turkey,2009,Diabetes,Cardiovascular,5.33,0.53,3.58,0-18,Other,723047,89.38,0.59,3.53,Medication,1428,Yes,66.55,4590,2.68,56294,0.42,26.51
Australia,2003,Diabetes,Chronic,18.22,7.97,7.53,19-35,Female,297935,51.81,3.19,9.15,Medication,45101,No,60.06,843,7.5,54011,0.72,38.93
Germany,2019,Diabetes,Respiratory,11.74,14.08,3.35,19-35,Male,21420,63.19,1.79,0.71,Medication,26932,Yes,63.73,1678,0.62,18664,0.7,49.75
Japan,2015,Diabetes,Respiratory,13.72,2.27,5.88,36-60,Male,51883,77.47,2.24,7.53,Medication,35898,Yes,73.8,713,4.52,78472,0.77,62.54
India,2006,Diabetes,Genetic,3.43,10.09,6.54,0-18,Other,414556,87.2,0.77,8.88,Therapy,39896,No,95.68,715,5.52,45533,0.51,59.7
India,2021,Diabetes,Viral,9.6,13.55,0.74,61+,Other,222660,67.12,2.46,4.13,Vaccination,37136,No,68.17,2266,6.42,76633,0.54,21.16
South Africa,2011,Diabetes,Autoimmune,10.2,6.38,7.19,19-35,Other,236232,78.97,4.11,9.01,Vaccination,48087,No,82.54,387,0.58,56128,0.5,24.55
France,2022,Diabetes,Cardiovascular,14.85,7.2,2.51,61+,Male,601822,86.19,0.97,2.85,Vaccination,26332,No,87.05,2536,6.83,18276,0.75,38.42
Italy,2023,Diabetes,Genetic,16.13,0.46,4.71,61+,Female,38917,93.23,3.64,8.24,Surgery,37299,No,84.73,4888,3.85,2022,0.77,67.31
Germany,2022,Diabetes,Neurological,1.96,14.79,6.55,61+,Female,223556,76.56,3.13,4.9,Vaccination,35776,Yes,76.81,1709,6.13,48400,0.88,46.18
Saudi Arabia,2015,Diabetes,Chronic,16.51,4.44,8.8,36-60,Other,120934,78.66,1.06,1.96,Surgery,8279,Yes,50.69,3526,8.78,10590,0.72,77.15
Russia,2017,Diabetes,Bacterial,8.46,6.78,5.15,0-18,Female,280839,59.64,4.31,8.3,Vaccination,17225,Yes,98.0,4311,7.8,28136,0.56,26.58
Turkey,2006,Diabetes,Bacterial,16.21,11.96,2.19,61+,Female,540302,68.77,0.64,9.88,Medication,19653,Yes,75.97,1445,6.34,79486,0.5,84.99
India,2002,Diabetes,Chronic,5.52,11.21,4.33,61+,Male,246310,55.63,2.68,0.98,Surgery,37392,No,91.76,761,4.38,49830,0.69,63.66
South Korea,2007,Diabetes,Chronic,17.13,9.59,5.21,0-18,Female,949085,69.77,4.74,9.11,Surgery,20893,Yes,97.29,2441,4.56,74022,0.7,72.61
Russia,2014,Diabetes,Bacterial,1.22,2.22,2.63,36-60,Other,585321,95.66,4.77,0.87,Therapy,8633,No,63.29,3505,0.32,23197,0.42,34.33
Canada,2006,Diabetes,Chronic,4.2,11.2,3.4,36-60,Male,890855,87.85,3.22,6.76,Therapy,28278,No,61.54,2323,9.94,20828,0.58,44.93
South Korea,2019,Diabetes,Cardiovascular,19.4,0.29,5.48,61+,Female,125534,79.32,3.05,2.14,Vaccination,11674,Yes,53.75,2183,2.24,93610,0.7,31.91
South Africa,2020,Diabetes,Chronic,9.56,0.42,8.18,0-18,Female,491954,99.08,1.02,2.47,Surgery,13499,No,82.39,2407,9.31,60904,0.64,87.78
Mexico,2006,Diabetes,Cardiovascular,0.11,0.61,8.48,61+,Male,891381,61.94,4.17,9.06,Therapy,3125,Yes,75.01,904,0.89,28168,0.57,30.17
Italy,2023,Diabetes,Neurological,15.21,3.29,3.73,61+,Female,90919,56.28,2.22,6.39,Therapy,14127,Yes,52.8,3052,5.47,88747,0.51,70.3
Saudi Arabia,2009,Diabetes,Chronic,0.58,14.5,3.05,19-35,Male,964420,53.06,1.79,2.04,Medication,27937,No,66.26,2948,7.03,46150,0.69,21.07
Indonesia,2020,Diabetes,Neurological,0.43,7.18,1.97,36-60,Male,659180,75.87,0.71,2.62,Medication,26291,No,86.95,1583,8.8,69431,0.48,56.56
USA,2024,Diabetes,Metabolic,7.39,8.68,0.23,0-18,Other,704741,89.66,0.62,8.74,Therapy,11152,Yes,50.68,2416,2.07,23794,0.6,86.85
Nigeria,2015,Diabetes,Neurological,12.84,10.65,9.44,61+,Male,471238,89.17,2.24,1.45,Therapy,20521,No,71.08,678,5.46,85657,0.51,48.71
USA,2021,Diabetes,Genetic,12.11,7.03,6.97,36-60,Male,620999,54.15,4.04,4.28,Surgery,15635,No,89.95,4344,1.82,55292,0.71,38.24
South Africa,2012,Diabetes,Infectious,2.89,13.05,0.69,61+,Other,214755,54.73,0.95,6.97,Therapy,34668,Yes,60.2,2863,1.75,20330,0.83,31.18
China,2009,Diabetes,Bacterial,17.47,8.32,8.69,36-60,Female,205786,89.86,1.71,7.8,Medication,19941,Yes,53.65,3413,5.89,99941,0.55,82.17
Germany,2024,Diabetes,Cardiovascular,3.22,13.52,0.51,19-35,Other,82382,67.68,1.96,4.61,Surgery,2288,No,70.19,2431,7.89,95705,0.63,87.71
UK,2004,Diabetes,Viral,6.78,4.44,3.25,36-60,Female,674023,54.32,2.9,7.64,Surgery,2351,Yes,81.68,2007,2.37,41432,0.71,63.81
China,2000,Diabetes,Genetic,18.01,8.82,4.45,61+,Male,192061,73.43,0.9,3.83,Therapy,40029,Yes,60.74,3907,1.56,40427,0.72,87.69
China,2022,Diabetes,Neurological,6.04,14.24,5.03,61+,Male,948067,74.7,0.68,8.79,Vaccination,35918,Yes,61.81,3108,8.14,16469,0.78,83.13
China,2016,Diabetes,Neurological,12.17,0.54,7.01,61+,Female,430899,91.22,2.21,2.45,Therapy,40158,Yes,73.6,4501,1.5,81379,0.87,76.89
